from,to,tipo,fuente
a247,a13,diagnostico_diferencial,sintetico
a247,a998,diagnostico_diferencial,sintetico
a247,a886,diagnostico_diferencial,sintetico
a248,a502,diagnostico_diferencial,sintetico
a248,a704,diagnostico_diferencial,sintetico
a248,a653,diagnostico_diferencial,sintetico
a248,a640,diagnostico_diferencial,sintetico
a248,a361,diagnostico_diferencial,sintetico
a249,a206,diagnostico_diferencial,sintetico
a249,a42,diagnostico_diferencial,sintetico
a249,a718,diagnostico_diferencial,sintetico
a249,a149,diagnostico_diferencial,sintetico
a249,a797,diagnostico_diferencial,sintetico
a250,a827,diagnostico_diferencial,sintetico
a250,a846,diagnostico_diferencial,sintetico
a250,a480,diagnostico_diferencial,sintetico
a250,a400,diagnostico_diferencial,sintetico
a250,a302,diagnostico_diferencial,sintetico
a251,a838,diagnostico_diferencial,sintetico
a251,a871,diagnostico_diferencial,sintetico
a251,a395,diagnostico_diferencial,sintetico
a251,a960,diagnostico_diferencial,sintetico
a251,a514,diagnostico_diferencial,sintetico
a252,a962,diagnostico_diferencial,sintetico
a252,a215,diagnostico_diferencial,sintetico
a252,a729,diagnostico_diferencial,sintetico
a252,a830,diagnostico_diferencial,sintetico
a252,a390,diagnostico_diferencial,sintetico
a253,a677,diagnostico_diferencial,sintetico
a253,a423,diagnostico_diferencial,sintetico
a253,a251,diagnostico_diferencial,sintetico
a253,a824,diagnostico_diferencial,sintetico
a253,a796,diagnostico_diferencial,sintetico
a254,a576,diagnostico_diferencial,sintetico
a254,a438,diagnostico_diferencial,sintetico
a254,a803,diagnostico_diferencial,sintetico
a254,a695,diagnostico_diferencial,sintetico
a254,a593,diagnostico_diferencial,sintetico
a255,a997,diagnostico_diferencial,sintetico
a255,a629,diagnostico_diferencial,sintetico
a255,a509,diagnostico_diferencial,sintetico
a255,a751,diagnostico_diferencial,sintetico
a255,a503,diagnostico_diferencial,sintetico
a256,a586,diagnostico_diferencial,sintetico
a256,a705,diagnostico_diferencial,sintetico
a256,a258,diagnostico_diferencial,sintetico
a256,a32,diagnostico_diferencial,sintetico
a256,a564,diagnostico_diferencial,sintetico
a257,a380,diagnostico_diferencial,sintetico
a257,a714,diagnostico_diferencial,sintetico
a257,a540,diagnostico_diferencial,sintetico
a257,a116,diagnostico_diferencial,sintetico
a257,a249,diagnostico_diferencial,sintetico
a258,a131,diagnostico_diferencial,sintetico
a258,a70,diagnostico_diferencial,sintetico
a258,a150,diagnostico_diferencial,sintetico
a258,a278,diagnostico_diferencial,sintetico
a258,a433,diagnostico_diferencial,sintetico
a259,a953,diagnostico_diferencial,sintetico
a259,a937,diagnostico_diferencial,sintetico
a259,a915,diagnostico_diferencial,sintetico
a259,a370,diagnostico_diferencial,sintetico
a259,a224,diagnostico_diferencial,sintetico
a260,a629,diagnostico_diferencial,sintetico
a260,a171,diagnostico_diferencial,sintetico
a260,a743,diagnostico_diferencial,sintetico
a260,a949,diagnostico_diferencial,sintetico
a260,a234,diagnostico_diferencial,sintetico
a261,a17,diagnostico_diferencial,sintetico
a261,a845,diagnostico_diferencial,sintetico
a261,a421,diagnostico_diferencial,sintetico
a261,a533,diagnostico_diferencial,sintetico
a261,a101,diagnostico_diferencial,sintetico
a262,a391,diagnostico_diferencial,sintetico
a262,a157,diagnostico_diferencial,sintetico
a262,a739,diagnostico_diferencial,sintetico
a262,a725,diagnostico_diferencial,sintetico
a262,a441,diagnostico_diferencial,sintetico
a263,a527,diagnostico_diferencial,sintetico
a263,a342,diagnostico_diferencial,sintetico
a263,a486,diagnostico_diferencial,sintetico
a263,a219,diagnostico_diferencial,sintetico
a263,a568,diagnostico_diferencial,sintetico
a264,a280,diagnostico_diferencial,sintetico
a264,a955,diagnostico_diferencial,sintetico
a264,a188,diagnostico_diferencial,sintetico
a264,a622,diagnostico_diferencial,sintetico
a264,a739,diagnostico_diferencial,sintetico
a265,a450,diagnostico_diferencial,sintetico
a265,a358,diagnostico_diferencial,sintetico
a265,a728,diagnostico_diferencial,sintetico
a265,a179,diagnostico_diferencial,sintetico
a265,a429,diagnostico_diferencial,sintetico
a266,a653,diagnostico_diferencial,sintetico
a266,a349,diagnostico_diferencial,sintetico
a266,a798,diagnostico_diferencial,sintetico
a266,a524,diagnostico_diferencial,sintetico
a266,a198,diagnostico_diferencial,sintetico
a267,a421,diagnostico_diferencial,sintetico
a267,a235,diagnostico_diferencial,sintetico
a267,a638,diagnostico_diferencial,sintetico
a267,a262,diagnostico_diferencial,sintetico
a267,a486,diagnostico_diferencial,sintetico
a268,a877,diagnostico_diferencial,sintetico
a268,a113,diagnostico_diferencial,sintetico
a268,a18,diagnostico_diferencial,sintetico
a268,a457,diagnostico_diferencial,sintetico
a268,a385,diagnostico_diferencial,sintetico
a269,a66,diagnostico_diferencial,sintetico
a269,a255,diagnostico_diferencial,sintetico
a269,a40,diagnostico_diferencial,sintetico
a269,a821,diagnostico_diferencial,sintetico
a269,a549,diagnostico_diferencial,sintetico
a270,a894,diagnostico_diferencial,sintetico
a270,a742,diagnostico_diferencial,sintetico
a270,a643,diagnostico_diferencial,sintetico
a270,a892,diagnostico_diferencial,sintetico
a270,a693,diagnostico_diferencial,sintetico
a271,a755,diagnostico_diferencial,sintetico
a271,a522,diagnostico_diferencial,sintetico
a271,a612,diagnostico_diferencial,sintetico
a271,a822,diagnostico_diferencial,sintetico
a271,a43,diagnostico_diferencial,sintetico
a272,a556,diagnostico_diferencial,sintetico
a272,a82,diagnostico_diferencial,sintetico
a272,a520,diagnostico_diferencial,sintetico
a272,a777,diagnostico_diferencial,sintetico
a272,a377,diagnostico_diferencial,sintetico
a273,a451,diagnostico_diferencial,sintetico
a273,a554,diagnostico_diferencial,sintetico
a273,a894,diagnostico_diferencial,sintetico
a273,a171,diagnostico_diferencial,sintetico
a273,a425,diagnostico_diferencial,sintetico
a274,a542,diagnostico_diferencial,sintetico
a274,a403,diagnostico_diferencial,sintetico
a274,a686,diagnostico_diferencial,sintetico
a274,a945,diagnostico_diferencial,sintetico
a274,a768,diagnostico_diferencial,sintetico
a275,a611,diagnostico_diferencial,sintetico
a275,a806,diagnostico_diferencial,sintetico
a275,a692,diagnostico_diferencial,sintetico
a275,a647,diagnostico_diferencial,sintetico
a275,a154,diagnostico_diferencial,sintetico
a276,a988,diagnostico_diferencial,sintetico
a276,a956,diagnostico_diferencial,sintetico
a276,a135,diagnostico_diferencial,sintetico
a276,a859,diagnostico_diferencial,sintetico
a276,a833,diagnostico_diferencial,sintetico
a277,a855,diagnostico_diferencial,sintetico
a277,a671,diagnostico_diferencial,sintetico
a277,a366,diagnostico_diferencial,sintetico
a277,a210,diagnostico_diferencial,sintetico
a277,a423,diagnostico_diferencial,sintetico
a278,a786,diagnostico_diferencial,sintetico
a278,a630,diagnostico_diferencial,sintetico
a278,a2,diagnostico_diferencial,sintetico
a278,a197,diagnostico_diferencial,sintetico
a278,a439,diagnostico_diferencial,sintetico
a279,a670,diagnostico_diferencial,sintetico
a279,a437,diagnostico_diferencial,sintetico
a279,a918,diagnostico_diferencial,sintetico
a279,a230,diagnostico_diferencial,sintetico
a279,a58,diagnostico_diferencial,sintetico
a280,a231,diagnostico_diferencial,sintetico
a280,a882,diagnostico_diferencial,sintetico
a280,a750,diagnostico_diferencial,sintetico
a280,a77,diagnostico_diferencial,sintetico
a280,a334,diagnostico_diferencial,sintetico
a281,a693,diagnostico_diferencial,sintetico
a281,a840,diagnostico_diferencial,sintetico
a281,a213,diagnostico_diferencial,sintetico
a281,a15,diagnostico_diferencial,sintetico
a281,a570,diagnostico_diferencial,sintetico
a282,a864,diagnostico_diferencial,sintetico
a282,a241,diagnostico_diferencial,sintetico
a282,a477,diagnostico_diferencial,sintetico
a282,a466,diagnostico_diferencial,sintetico
a282,a992,diagnostico_diferencial,sintetico
a283,a391,diagnostico_diferencial,sintetico
a283,a511,diagnostico_diferencial,sintetico
a283,a460,diagnostico_diferencial,sintetico
a283,a214,diagnostico_diferencial,sintetico
a283,a848,diagnostico_diferencial,sintetico
a284,a584,diagnostico_diferencial,sintetico
a284,a888,diagnostico_diferencial,sintetico
a284,a43,diagnostico_diferencial,sintetico
a284,a911,diagnostico_diferencial,sintetico
a284,a753,diagnostico_diferencial,sintetico
a285,a471,diagnostico_diferencial,sintetico
a285,a740,diagnostico_diferencial,sintetico
a285,a759,diagnostico_diferencial,sintetico
a285,a917,diagnostico_diferencial,sintetico
a285,a56,diagnostico_diferencial,sintetico
a286,a26,diagnostico_diferencial,sintetico
a286,a658,diagnostico_diferencial,sintetico
a286,a435,diagnostico_diferencial,sintetico
a286,a484,diagnostico_diferencial,sintetico
a286,a462,diagnostico_diferencial,sintetico
a287,a953,diagnostico_diferencial,sintetico
a287,a744,diagnostico_diferencial,sintetico
a287,a19,diagnostico_diferencial,sintetico
a287,a328,diagnostico_diferencial,sintetico
a287,a354,diagnostico_diferencial,sintetico
a288,a118,diagnostico_diferencial,sintetico
a288,a935,diagnostico_diferencial,sintetico
a288,a196,diagnostico_diferencial,sintetico
a288,a811,diagnostico_diferencial,sintetico
a288,a510,diagnostico_diferencial,sintetico
a289,a506,diagnostico_diferencial,sintetico
a289,a520,diagnostico_diferencial,sintetico
a289,a209,diagnostico_diferencial,sintetico
a289,a774,diagnostico_diferencial,sintetico
a289,a445,diagnostico_diferencial,sintetico
a290,a784,diagnostico_diferencial,sintetico
a290,a241,diagnostico_diferencial,sintetico
a290,a171,diagnostico_diferencial,sintetico
a290,a640,diagnostico_diferencial,sintetico
a290,a775,diagnostico_diferencial,sintetico
a291,a876,diagnostico_diferencial,sintetico
a291,a166,diagnostico_diferencial,sintetico
a291,a507,diagnostico_diferencial,sintetico
a291,a178,diagnostico_diferencial,sintetico
a291,a980,diagnostico_diferencial,sintetico
a292,a401,diagnostico_diferencial,sintetico
a292,a63,diagnostico_diferencial,sintetico
a292,a743,diagnostico_diferencial,sintetico
a292,a460,diagnostico_diferencial,sintetico
a292,a481,diagnostico_diferencial,sintetico
a293,a444,diagnostico_diferencial,sintetico
a293,a339,diagnostico_diferencial,sintetico
a293,a348,diagnostico_diferencial,sintetico
a293,a868,diagnostico_diferencial,sintetico
a293,a720,diagnostico_diferencial,sintetico
a294,a962,diagnostico_diferencial,sintetico
a294,a121,diagnostico_diferencial,sintetico
a294,a971,diagnostico_diferencial,sintetico
a294,a15,diagnostico_diferencial,sintetico
a294,a776,diagnostico_diferencial,sintetico
a295,a439,diagnostico_diferencial,sintetico
a295,a898,diagnostico_diferencial,sintetico
a295,a902,diagnostico_diferencial,sintetico
a295,a424,diagnostico_diferencial,sintetico
a295,a973,diagnostico_diferencial,sintetico
a296,a183,diagnostico_diferencial,sintetico
a296,a3,diagnostico_diferencial,sintetico
a296,a594,diagnostico_diferencial,sintetico
a296,a384,diagnostico_diferencial,sintetico
a296,a947,diagnostico_diferencial,sintetico
a297,a160,diagnostico_diferencial,sintetico
a297,a671,diagnostico_diferencial,sintetico
a297,a955,diagnostico_diferencial,sintetico
a297,a996,diagnostico_diferencial,sintetico
a297,a550,diagnostico_diferencial,sintetico
a298,a227,diagnostico_diferencial,sintetico
a298,a520,diagnostico_diferencial,sintetico
a298,a729,diagnostico_diferencial,sintetico
a298,a638,diagnostico_diferencial,sintetico
a298,a891,diagnostico_diferencial,sintetico
a299,a734,diagnostico_diferencial,sintetico
a299,a476,diagnostico_diferencial,sintetico
a299,a312,diagnostico_diferencial,sintetico
a299,a192,diagnostico_diferencial,sintetico
a299,a126,diagnostico_diferencial,sintetico
a300,a155,diagnostico_diferencial,sintetico
a300,a35,diagnostico_diferencial,sintetico
a300,a532,diagnostico_diferencial,sintetico
a300,a102,diagnostico_diferencial,sintetico
a300,a158,diagnostico_diferencial,sintetico
a301,a151,diagnostico_diferencial,sintetico
a301,a195,diagnostico_diferencial,sintetico
a301,a51,diagnostico_diferencial,sintetico
a301,a222,diagnostico_diferencial,sintetico
a301,a112,diagnostico_diferencial,sintetico
a302,a301,diagnostico_diferencial,sintetico
a302,a652,diagnostico_diferencial,sintetico
a302,a484,diagnostico_diferencial,sintetico
a302,a457,diagnostico_diferencial,sintetico
a302,a452,diagnostico_diferencial,sintetico
a303,a391,diagnostico_diferencial,sintetico
a303,a566,diagnostico_diferencial,sintetico
a303,a201,diagnostico_diferencial,sintetico
a303,a965,diagnostico_diferencial,sintetico
a303,a416,diagnostico_diferencial,sintetico
a304,a34,diagnostico_diferencial,sintetico
a304,a749,diagnostico_diferencial,sintetico
a304,a823,diagnostico_diferencial,sintetico
a304,a721,diagnostico_diferencial,sintetico
a304,a236,diagnostico_diferencial,sintetico
a305,a254,diagnostico_diferencial,sintetico
a305,a820,diagnostico_diferencial,sintetico
a305,a179,diagnostico_diferencial,sintetico
a305,a798,diagnostico_diferencial,sintetico
a305,a914,diagnostico_diferencial,sintetico
a306,a207,diagnostico_diferencial,sintetico
a306,a807,diagnostico_diferencial,sintetico
a306,a990,diagnostico_diferencial,sintetico
a306,a862,diagnostico_diferencial,sintetico
a306,a927,diagnostico_diferencial,sintetico
a307,a399,diagnostico_diferencial,sintetico
a307,a84,diagnostico_diferencial,sintetico
a307,a261,diagnostico_diferencial,sintetico
a307,a510,diagnostico_diferencial,sintetico
a307,a708,diagnostico_diferencial,sintetico
a308,a538,diagnostico_diferencial,sintetico
a308,a223,diagnostico_diferencial,sintetico
a308,a63,diagnostico_diferencial,sintetico
a308,a149,diagnostico_diferencial,sintetico
a308,a611,diagnostico_diferencial,sintetico
a309,a571,diagnostico_diferencial,sintetico
a309,a851,diagnostico_diferencial,sintetico
a309,a507,diagnostico_diferencial,sintetico
a309,a798,diagnostico_diferencial,sintetico
a309,a490,diagnostico_diferencial,sintetico
a310,a248,diagnostico_diferencial,sintetico
a310,a335,diagnostico_diferencial,sintetico
a310,a22,diagnostico_diferencial,sintetico
a310,a550,diagnostico_diferencial,sintetico
a310,a130,diagnostico_diferencial,sintetico
a311,a404,diagnostico_diferencial,sintetico
a311,a256,diagnostico_diferencial,sintetico
a311,a247,diagnostico_diferencial,sintetico
a311,a340,diagnostico_diferencial,sintetico
a311,a153,diagnostico_diferencial,sintetico
a312,a258,diagnostico_diferencial,sintetico
a312,a232,diagnostico_diferencial,sintetico
a312,a298,diagnostico_diferencial,sintetico
a312,a673,diagnostico_diferencial,sintetico
a312,a423,diagnostico_diferencial,sintetico
a313,a587,diagnostico_diferencial,sintetico
a313,a399,diagnostico_diferencial,sintetico
a313,a144,diagnostico_diferencial,sintetico
a313,a963,diagnostico_diferencial,sintetico
a313,a918,diagnostico_diferencial,sintetico
a314,a465,diagnostico_diferencial,sintetico
a314,a930,diagnostico_diferencial,sintetico
a314,a514,diagnostico_diferencial,sintetico
a314,a739,diagnostico_diferencial,sintetico
a314,a841,diagnostico_diferencial,sintetico
a315,a966,diagnostico_diferencial,sintetico
a315,a27,diagnostico_diferencial,sintetico
a315,a107,diagnostico_diferencial,sintetico
a315,a302,diagnostico_diferencial,sintetico
a315,a901,diagnostico_diferencial,sintetico
a316,a488,diagnostico_diferencial,sintetico
a316,a700,diagnostico_diferencial,sintetico
a316,a186,diagnostico_diferencial,sintetico
a316,a269,diagnostico_diferencial,sintetico
a316,a210,diagnostico_diferencial,sintetico
a317,a528,diagnostico_diferencial,sintetico
a317,a201,diagnostico_diferencial,sintetico
a317,a16,diagnostico_diferencial,sintetico
a317,a6,diagnostico_diferencial,sintetico
a317,a412,diagnostico_diferencial,sintetico
a318,a81,diagnostico_diferencial,sintetico
a318,a191,diagnostico_diferencial,sintetico
a318,a991,diagnostico_diferencial,sintetico
a318,a92,diagnostico_diferencial,sintetico
a318,a822,diagnostico_diferencial,sintetico
a319,a589,diagnostico_diferencial,sintetico
a319,a439,diagnostico_diferencial,sintetico
a319,a35,diagnostico_diferencial,sintetico
a319,a829,diagnostico_diferencial,sintetico
a319,a52,diagnostico_diferencial,sintetico
a320,a940,diagnostico_diferencial,sintetico
a320,a879,diagnostico_diferencial,sintetico
a320,a252,diagnostico_diferencial,sintetico
a320,a992,diagnostico_diferencial,sintetico
a320,a621,diagnostico_diferencial,sintetico
a321,a724,diagnostico_diferencial,sintetico
a321,a484,diagnostico_diferencial,sintetico
a321,a610,diagnostico_diferencial,sintetico
a321,a163,diagnostico_diferencial,sintetico
a321,a423,diagnostico_diferencial,sintetico
a322,a720,diagnostico_diferencial,sintetico
a322,a757,diagnostico_diferencial,sintetico
a322,a532,diagnostico_diferencial,sintetico
a322,a392,diagnostico_diferencial,sintetico
a322,a595,diagnostico_diferencial,sintetico
a323,a905,diagnostico_diferencial,sintetico
a323,a886,diagnostico_diferencial,sintetico
a323,a676,diagnostico_diferencial,sintetico
a323,a578,diagnostico_diferencial,sintetico
a323,a378,diagnostico_diferencial,sintetico
a324,a237,diagnostico_diferencial,sintetico
a324,a916,diagnostico_diferencial,sintetico
a324,a416,diagnostico_diferencial,sintetico
a324,a487,diagnostico_diferencial,sintetico
a324,a735,diagnostico_diferencial,sintetico
a325,a55,diagnostico_diferencial,sintetico
a325,a755,diagnostico_diferencial,sintetico
a325,a552,diagnostico_diferencial,sintetico
a325,a32,diagnostico_diferencial,sintetico
a325,a626,diagnostico_diferencial,sintetico
a326,a275,diagnostico_diferencial,sintetico
a326,a710,diagnostico_diferencial,sintetico
a326,a926,diagnostico_diferencial,sintetico
a326,a782,diagnostico_diferencial,sintetico
a326,a5,diagnostico_diferencial,sintetico
a327,a971,diagnostico_diferencial,sintetico
a327,a668,diagnostico_diferencial,sintetico
a327,a106,diagnostico_diferencial,sintetico
a327,a494,diagnostico_diferencial,sintetico
a327,a22,diagnostico_diferencial,sintetico
a328,a678,diagnostico_diferencial,sintetico
a328,a530,diagnostico_diferencial,sintetico
a328,a539,diagnostico_diferencial,sintetico
a328,a789,diagnostico_diferencial,sintetico
a328,a986,diagnostico_diferencial,sintetico
a329,a633,diagnostico_diferencial,sintetico
a329,a441,diagnostico_diferencial,sintetico
a329,a898,diagnostico_diferencial,sintetico
a329,a360,diagnostico_diferencial,sintetico
a329,a65,diagnostico_diferencial,sintetico
a330,a528,diagnostico_diferencial,sintetico
a330,a60,diagnostico_diferencial,sintetico
a330,a678,diagnostico_diferencial,sintetico
a330,a530,diagnostico_diferencial,sintetico
a330,a703,diagnostico_diferencial,sintetico
a331,a985,diagnostico_diferencial,sintetico
a331,a406,diagnostico_diferencial,sintetico
a331,a896,diagnostico_diferencial,sintetico
a331,a245,diagnostico_diferencial,sintetico
a331,a936,diagnostico_diferencial,sintetico
a332,a134,diagnostico_diferencial,sintetico
a332,a237,diagnostico_diferencial,sintetico
a332,a589,diagnostico_diferencial,sintetico
a332,a431,diagnostico_diferencial,sintetico
a332,a280,diagnostico_diferencial,sintetico
a333,a74,diagnostico_diferencial,sintetico
a333,a228,diagnostico_diferencial,sintetico
a333,a677,diagnostico_diferencial,sintetico
a333,a789,diagnostico_diferencial,sintetico
a333,a957,diagnostico_diferencial,sintetico
a334,a840,diagnostico_diferencial,sintetico
a334,a685,diagnostico_diferencial,sintetico
a334,a75,diagnostico_diferencial,sintetico
a334,a698,diagnostico_diferencial,sintetico
a334,a760,diagnostico_diferencial,sintetico
a335,a921,diagnostico_diferencial,sintetico
a335,a5,diagnostico_diferencial,sintetico
a335,a122,diagnostico_diferencial,sintetico
a335,a194,diagnostico_diferencial,sintetico
a335,a970,diagnostico_diferencial,sintetico
a336,a513,diagnostico_diferencial,sintetico
a336,a154,diagnostico_diferencial,sintetico
a336,a842,diagnostico_diferencial,sintetico
a336,a749,diagnostico_diferencial,sintetico
a336,a466,diagnostico_diferencial,sintetico
a337,a591,diagnostico_diferencial,sintetico
a337,a216,diagnostico_diferencial,sintetico
a337,a439,diagnostico_diferencial,sintetico
a337,a996,diagnostico_diferencial,sintetico
a337,a679,diagnostico_diferencial,sintetico
a338,a664,diagnostico_diferencial,sintetico
a338,a147,diagnostico_diferencial,sintetico
a338,a635,diagnostico_diferencial,sintetico
a338,a807,diagnostico_diferencial,sintetico
a338,a644,diagnostico_diferencial,sintetico
a339,a445,diagnostico_diferencial,sintetico
a339,a95,diagnostico_diferencial,sintetico
a339,a834,diagnostico_diferencial,sintetico
a339,a705,diagnostico_diferencial,sintetico
a339,a949,diagnostico_diferencial,sintetico
a340,a966,diagnostico_diferencial,sintetico
a340,a38,diagnostico_diferencial,sintetico
a340,a697,diagnostico_diferencial,sintetico
a340,a91,diagnostico_diferencial,sintetico
a340,a342,diagnostico_diferencial,sintetico
a341,a93,diagnostico_diferencial,sintetico
a341,a550,diagnostico_diferencial,sintetico
a341,a848,diagnostico_diferencial,sintetico
a341,a881,diagnostico_diferencial,sintetico
a341,a999,diagnostico_diferencial,sintetico
a342,a556,diagnostico_diferencial,sintetico
a342,a331,diagnostico_diferencial,sintetico
a342,a333,diagnostico_diferencial,sintetico
a342,a434,diagnostico_diferencial,sintetico
a342,a590,diagnostico_diferencial,sintetico
a343,a853,diagnostico_diferencial,sintetico
a343,a407,diagnostico_diferencial,sintetico
a343,a666,diagnostico_diferencial,sintetico
a343,a67,diagnostico_diferencial,sintetico
a343,a840,diagnostico_diferencial,sintetico
a344,a760,diagnostico_diferencial,sintetico
a344,a575,diagnostico_diferencial,sintetico
a344,a775,diagnostico_diferencial,sintetico
a344,a266,diagnostico_diferencial,sintetico
a344,a833,diagnostico_diferencial,sintetico
a345,a218,diagnostico_diferencial,sintetico
a345,a461,diagnostico_diferencial,sintetico
a345,a673,diagnostico_diferencial,sintetico
a345,a822,diagnostico_diferencial,sintetico
a345,a625,diagnostico_diferencial,sintetico
a346,a470,diagnostico_diferencial,sintetico
a346,a936,diagnostico_diferencial,sintetico
a346,a424,diagnostico_diferencial,sintetico
a346,a796,diagnostico_diferencial,sintetico
a346,a423,diagnostico_diferencial,sintetico
a347,a701,diagnostico_diferencial,sintetico
a347,a679,diagnostico_diferencial,sintetico
a347,a356,diagnostico_diferencial,sintetico
a347,a750,diagnostico_diferencial,sintetico
a347,a446,diagnostico_diferencial,sintetico
a348,a196,diagnostico_diferencial,sintetico
a348,a49,diagnostico_diferencial,sintetico
a348,a171,diagnostico_diferencial,sintetico
a348,a527,diagnostico_diferencial,sintetico
a348,a838,diagnostico_diferencial,sintetico
a349,a402,diagnostico_diferencial,sintetico
a349,a641,diagnostico_diferencial,sintetico
a349,a63,diagnostico_diferencial,sintetico
a349,a899,diagnostico_diferencial,sintetico
a349,a842,diagnostico_diferencial,sintetico
a350,a380,diagnostico_diferencial,sintetico
a350,a769,diagnostico_diferencial,sintetico
a350,a969,diagnostico_diferencial,sintetico
a350,a303,diagnostico_diferencial,sintetico
a350,a928,diagnostico_diferencial,sintetico
a351,a234,diagnostico_diferencial,sintetico
a351,a371,diagnostico_diferencial,sintetico
a351,a1000,diagnostico_diferencial,sintetico
a351,a698,diagnostico_diferencial,sintetico
a351,a2,diagnostico_diferencial,sintetico
a352,a33,diagnostico_diferencial,sintetico
a352,a750,diagnostico_diferencial,sintetico
a352,a755,diagnostico_diferencial,sintetico
a352,a26,diagnostico_diferencial,sintetico
a352,a213,diagnostico_diferencial,sintetico
a353,a608,diagnostico_diferencial,sintetico
a353,a989,diagnostico_diferencial,sintetico
a353,a63,diagnostico_diferencial,sintetico
a353,a960,diagnostico_diferencial,sintetico
a353,a641,diagnostico_diferencial,sintetico
a354,a579,diagnostico_diferencial,sintetico
a354,a883,diagnostico_diferencial,sintetico
a354,a443,diagnostico_diferencial,sintetico
a354,a457,diagnostico_diferencial,sintetico
a354,a78,diagnostico_diferencial,sintetico
a355,a853,diagnostico_diferencial,sintetico
a355,a938,diagnostico_diferencial,sintetico
a355,a483,diagnostico_diferencial,sintetico
a355,a329,diagnostico_diferencial,sintetico
a355,a242,diagnostico_diferencial,sintetico
a356,a428,diagnostico_diferencial,sintetico
a356,a882,diagnostico_diferencial,sintetico
a356,a206,diagnostico_diferencial,sintetico
a356,a392,diagnostico_diferencial,sintetico
a356,a11,diagnostico_diferencial,sintetico
a357,a982,diagnostico_diferencial,sintetico
a357,a41,diagnostico_diferencial,sintetico
a357,a306,diagnostico_diferencial,sintetico
a357,a194,diagnostico_diferencial,sintetico
a357,a36,diagnostico_diferencial,sintetico
a358,a756,diagnostico_diferencial,sintetico
a358,a39,diagnostico_diferencial,sintetico
a358,a673,diagnostico_diferencial,sintetico
a358,a807,diagnostico_diferencial,sintetico
a358,a643,diagnostico_diferencial,sintetico
a359,a824,diagnostico_diferencial,sintetico
a359,a799,diagnostico_diferencial,sintetico
a359,a765,diagnostico_diferencial,sintetico
a359,a337,diagnostico_diferencial,sintetico
a359,a107,diagnostico_diferencial,sintetico
a360,a856,diagnostico_diferencial,sintetico
a360,a900,diagnostico_diferencial,sintetico
a360,a347,diagnostico_diferencial,sintetico
a360,a155,diagnostico_diferencial,sintetico
a360,a75,diagnostico_diferencial,sintetico
a361,a70,diagnostico_diferencial,sintetico
a361,a231,diagnostico_diferencial,sintetico
a361,a35,diagnostico_diferencial,sintetico
a361,a50,diagnostico_diferencial,sintetico
a361,a837,diagnostico_diferencial,sintetico
a362,a61,diagnostico_diferencial,sintetico
a362,a287,diagnostico_diferencial,sintetico
a362,a554,diagnostico_diferencial,sintetico
a362,a304,diagnostico_diferencial,sintetico
a362,a986,diagnostico_diferencial,sintetico
a363,a747,diagnostico_diferencial,sintetico
a363,a12,diagnostico_diferencial,sintetico
a363,a832,diagnostico_diferencial,sintetico
a363,a548,diagnostico_diferencial,sintetico
a363,a876,diagnostico_diferencial,sintetico
a364,a771,diagnostico_diferencial,sintetico
a364,a402,diagnostico_diferencial,sintetico
a364,a605,diagnostico_diferencial,sintetico
a364,a224,diagnostico_diferencial,sintetico
a364,a28,diagnostico_diferencial,sintetico
a365,a706,diagnostico_diferencial,sintetico
a365,a907,diagnostico_diferencial,sintetico
a365,a418,diagnostico_diferencial,sintetico
a365,a777,diagnostico_diferencial,sintetico
a365,a664,diagnostico_diferencial,sintetico
a366,a831,diagnostico_diferencial,sintetico
a366,a329,diagnostico_diferencial,sintetico
a366,a478,diagnostico_diferencial,sintetico
a366,a676,diagnostico_diferencial,sintetico
a366,a894,diagnostico_diferencial,sintetico
a367,a979,diagnostico_diferencial,sintetico
a367,a413,diagnostico_diferencial,sintetico
a367,a517,diagnostico_diferencial,sintetico
a367,a736,diagnostico_diferencial,sintetico
a367,a552,diagnostico_diferencial,sintetico
a368,a813,diagnostico_diferencial,sintetico
a368,a8,diagnostico_diferencial,sintetico
a368,a244,diagnostico_diferencial,sintetico
a368,a757,diagnostico_diferencial,sintetico
a368,a969,diagnostico_diferencial,sintetico
a369,a176,diagnostico_diferencial,sintetico
a369,a180,diagnostico_diferencial,sintetico
a369,a360,diagnostico_diferencial,sintetico
a369,a346,diagnostico_diferencial,sintetico
a369,a557,diagnostico_diferencial,sintetico
a370,a698,diagnostico_diferencial,sintetico
a370,a593,diagnostico_diferencial,sintetico
a370,a909,diagnostico_diferencial,sintetico
a370,a2,diagnostico_diferencial,sintetico
a370,a84,diagnostico_diferencial,sintetico
a371,a762,diagnostico_diferencial,sintetico
a371,a399,diagnostico_diferencial,sintetico
a371,a483,diagnostico_diferencial,sintetico
a371,a439,diagnostico_diferencial,sintetico
a371,a929,diagnostico_diferencial,sintetico
a372,a534,diagnostico_diferencial,sintetico
a372,a755,diagnostico_diferencial,sintetico
a372,a236,diagnostico_diferencial,sintetico
a372,a182,diagnostico_diferencial,sintetico
a372,a893,diagnostico_diferencial,sintetico
a373,a328,diagnostico_diferencial,sintetico
a373,a823,diagnostico_diferencial,sintetico
a373,a298,diagnostico_diferencial,sintetico
a373,a368,diagnostico_diferencial,sintetico
a373,a730,diagnostico_diferencial,sintetico
a374,a439,diagnostico_diferencial,sintetico
a374,a873,diagnostico_diferencial,sintetico
