id,nombre,tipo,costo
x944,Variable_944,demografico,0
x945,Variable_945,signo,5
x946,Variable_946,estudio,100
x947,Variable_947,demografico,0
x948,Variable_948,sintoma,1
x949,Variable_949,estudio,100
x950,Variable_950,vital,2
x951,Variable_951,embedding,1
x952,Variable_952,sintoma,1
x953,Variable_953,demografico,0
x954,Variable_954,sintoma,1
x955,Variable_955,signo,5
x956,Variable_956,demografico,0
x957,Variable_957,embedding,1
x958,Variable_958,estudio,100
x959,Variable_959,vital,2
x960,Variable_960,vital,2
x961,Variable_961,vital,2
x962,Variable_962,demografico,0
x963,Variable_963,demografico,0
x964,Variable_964,demografico,0
x965,Variable_965,signo,5
x966,Variable_966,signo,5
x967,Variable_967,estudio,100
x968,Variable_968,vital,2
x969,Variable_969,demografico,0
x970,Variable_970,estudio,100
x971,Variable_971,signo,5
x972,Variable_972,signo,5
x973,Variable_973,embedding,1
x974,Variable_974,embedding,1
x975,Variable_975,embedding,1
x976,Variable_976,demografico,0
x977,Variable_977,embedding,1
x978,Variable_978,embedding,1
x979,Variable_979,sintoma,1
x980,Variable_980,vital,2
x981,Variable_981,sintoma,1
x982,Variable_982,signo,5
x983,Variable_983,demografico,0
x984,Variable_984,signo,5
x985,Variable_985,vital,2
x986,Variable_986,signo,5
x987,Variable_987,embedding,1
x988,Variable_988,estudio,100
x989,Variable_989,demografico,0
x990,Variable_990,estudio,100
x991,Variable_991,demografico,0
x992,Variable_992,sintoma,1
x993,Variable_993,demografico,0
x994,Variable_994,signo,5
x995,Variable_995,embedding,1
x996,Variable_996,vital,2
x997,Variable_997,sintoma,1
x998,Variable_998,demografico,0
x999,Variable_999,sintoma,1
x1000,Variable_1000,sintoma,1
x1001,Variable_1001,signo,5
x1002,Variable_1002,estudio,100
x1003,Variable_1003,sintoma,1
x1004,Variable_1004,demografico,0
x1005,Variable_1005,demografico,0
x1006,Variable_1006,sintoma,1
x1007,Variable_1007,sintoma,1
x1008,Variable_1008,vital,2
x1009,Variable_1009,vital,2
x1010,Variable_1010,sintoma,1
x1011,Variable_1011,estudio,100
x1012,Variable_1012,vital,2
x1013,Variable_1013,estudio,100
x1014,Variable_1014,demografico,0
x1015,Variable_1015,sintoma,1
x1016,Variable_1016,demografico,0
x1017,Variable_1017,vital,2
x1018,Variable_1018,signo,5
x1019,Variable_1019,signo,5
x1020,Variable_1020,demografico,0
x1021,Variable_1021,demografico,0
x1022,Variable_1022,embedding,1
x1023,Variable_1023,sintoma,1
x1024,Variable_1024,vital,2
x1025,Variable_1025,signo,5
x1026,Variable_1026,demografico,0
x1027,Variable_1027,embedding,1
x1028,Variable_1028,demografico,0
x1029,Variable_1029,signo,5
x1030,Variable_1030,signo,5
x1031,Variable_1031,signo,5
x1032,Variable_1032,signo,5
x1033,Variable_1033,signo,5
x1034,Variable_1034,signo,5
x1035,Variable_1035,embedding,1
x1036,Variable_1036,demografico,0
x1037,Variable_1037,vital,2
x1038,Variable_1038,vital,2
x1039,Variable_1039,vital,2
x1040,Variable_1040,vital,2
x1041,Variable_1041,vital,2
x1042,Variable_1042,demografico,0
x1043,Variable_1043,vital,2
x1044,Variable_1044,embedding,1
x1045,Variable_1045,embedding,1
x1046,Variable_1046,vital,2
x1047,Variable_1047,estudio,100
x1048,Variable_1048,estudio,100
x1049,Variable_1049,signo,5
x1050,Variable_1050,vital,2
x1051,Variable_1051,sintoma,1
x1052,Variable_1052,estudio,100
x1053,Variable_1053,sintoma,1
x1054,Variable_1054,demografico,0
x1055,Variable_1055,embedding,1
x1056,Variable_1056,vital,2
x1057,Variable_1057,vital,2
x1058,Variable_1058,embedding,1
x1059,Variable_1059,sintoma,1
x1060,Variable_1060,sintoma,1
x1061,Variable_1061,signo,5
x1062,Variable_1062,demografico,0
x1063,Variable_1063,signo,5
x1064,Variable_1064,demografico,0
x1065,Variable_1065,vital,2
x1066,Variable_1066,estudio,100
x1067,Variable_1067,estudio,100
x1068,Variable_1068,demografico,0
x1069,Variable_1069,embedding,1
x1070,Variable_1070,sintoma,1
x1071,Variable_1071,estudio,100
x1072,Variable_1072,embedding,1
x1073,Variable_1073,demografico,0
x1074,Variable_1074,demografico,0
x1075,Variable_1075,sintoma,1
x1076,Variable_1076,demografico,0
x1077,Variable_1077,vital,2
x1078,Variable_1078,sintoma,1
x1079,Variable_1079,vital,2
x1080,Variable_1080,embedding,1
x1081,Variable_1081,demografico,0
x1082,Variable_1082,estudio,100
x1083,Variable_1083,estudio,100
x1084,Variable_1084,sintoma,1
x1085,Variable_1085,demografico,0
x1086,Variable_1086,sintoma,1
x1087,Variable_1087,estudio,100
x1088,Variable_1088,demografico,0
x1089,Variable_1089,embedding,1
x1090,Variable_1090,signo,5
x1091,Variable_1091,demografico,0
x1092,Variable_1092,signo,5
x1093,Variable_1093,estudio,100
x1094,Variable_1094,embedding,1
x1095,Variable_1095,embedding,1
x1096,Variable_1096,embedding,1
x1097,Variable_1097,signo,5
x1098,Variable_1098,signo,5
x1099,Variable_1099,signo,5
x1100,Variable_1100,estudio,100
x1101,Variable_1101,estudio,100
x1102,Variable_1102,embedding,1
x1103,Variable_1103,demografico,0
x1104,Variable_1104,embedding,1
x1105,Variable_1105,sintoma,1
x1106,Variable_1106,sintoma,1
x1107,Variable_1107,sintoma,1
x1108,Variable_1108,sintoma,1
x1109,Variable_1109,embedding,1
x1110,Variable_1110,embedding,1
x1111,Variable_1111,estudio,100
x1112,Variable_1112,demografico,0
x1113,Variable_1113,demografico,0
x1114,Variable_1114,signo,5
x1115,Variable_1115,demografico,0
x1116,Variable_1116,sintoma,1
x1117,Variable_1117,embedding,1
x1118,Variable_1118,demografico,0
x1119,Variable_1119,demografico,0
x1120,Variable_1120,estudio,100
x1121,Variable_1121,sintoma,1
x1122,Variable_1122,demografico,0
x1123,Variable_1123,signo,5
x1124,Variable_1124,signo,5
x1125,Variable_1125,sintoma,1
x1126,Variable_1126,sintoma,1
x1127,Variable_1127,sintoma,1
x1128,Variable_1128,demografico,0
x1129,Variable_1129,embedding,1
x1130,Variable_1130,demografico,0
x1131,Variable_1131,estudio,100
x1132,Variable_1132,demografico,0
x1133,Variable_1133,embedding,1
x1134,Variable_1134,signo,5
x1135,Variable_1135,vital,2
x1136,Variable_1136,signo,5
x1137,Variable_1137,signo,5
x1138,Variable_1138,sintoma,1
x1139,Variable_1139,embedding,1
x1140,Variable_1140,estudio,100
x1141,Variable_1141,sintoma,1
x1142,Variable_1142,sintoma,1
x1143,Variable_1143,vital,2
x1144,Variable_1144,estudio,100
x1145,Variable_1145,sintoma,1
x1146,Variable_1146,sintoma,1
x1147,Variable_1147,demografico,0
x1148,Variable_1148,estudio,100
x1149,Variable_1149,sintoma,1
x1150,Variable_1150,embedding,1
x1151,Variable_1151,demografico,0
x1152,Variable_1152,demografico,0
x1153,Variable_1153,estudio,100
x1154,Variable_1154,estudio,100
x1155,Variable_1155,signo,5
x1156,Variable_1156,embedding,1
x1157,Variable_1157,signo,5
x1158,Variable_1158,estudio,100
x1159,Variable_1159,demografico,0
x1160,Variable_1160,estudio,100
x1161,Variable_1161,sintoma,1
x1162,Variable_1162,estudio,100
x1163,Variable_1163,vital,2
x1164,Variable_1164,demografico,0
x1165,Variable_1165,estudio,100
x1166,Variable_1166,vital,2
x1167,Variable_1167,embedding,1
x1168,Variable_1168,embedding,1
x1169,Variable_1169,sintoma,1
x1170,Variable_1170,embedding,1
x1171,Variable_1171,estudio,100
x1172,Variable_1172,sintoma,1
x1173,Variable_1173,estudio,100
x1174,Variable_1174,embedding,1
x1175,Variable_1175,vital,2
x1176,Variable_1176,signo,5
x1177,Variable_1177,demografico,0
x1178,Variable_1178,estudio,100
x1179,Variable_1179,demografico,0
x1180,Variable_1180,vital,2
x1181,Variable_1181,demografico,0
x1182,Variable_1182,demografico,0
x1183,Variable_1183,demografico,0
x1184,Variable_1184,sintoma,1
x1185,Variable_1185,embedding,1
x1186,Variable_1186,signo,5
x1187,Variable_1187,sintoma,1
x1188,Variable_1188,sintoma,1
x1189,Variable_1189,demografico,0
x1190,Variable_1190,sintoma,1
x1191,Variable_1191,vital,2
x1192,Variable_1192,vital,2
x1193,Variable_1193,demografico,0
x1194,Variable_1194,sintoma,1
x1195,Variable_1195,embedding,1
x1196,Variable_1196,sintoma,1
x1197,Variable_1197,estudio,100
x1198,Variable_1198,signo,5
x1199,Variable_1199,sintoma,1
x1200,Variable_1200,vital,2
x1201,Variable_1201,sintoma,1
x1202,Variable_1202,vital,2
x1203,Variable_1203,demografico,0
x1204,Variable_1204,embedding,1
x1205,Variable_1205,signo,5
x1206,Variable_1206,embedding,1
x1207,Variable_1207,estudio,100
x1208,Variable_1208,vital,2
x1209,Variable_1209,demografico,0
x1210,Variable_1210,demografico,0
x1211,Variable_1211,signo,5
x1212,Variable_1212,vital,2
x1213,Variable_1213,demografico,0
x1214,Variable_1214,embedding,1
x1215,Variable_1215,estudio,100
x1216,Variable_1216,vital,2
x1217,Variable_1217,demografico,0
x1218,Variable_1218,demografico,0
x1219,Variable_1219,demografico,0
x1220,Variable_1220,embedding,1
x1221,Variable_1221,sintoma,1
x1222,Variable_1222,embedding,1
x1223,Variable_1223,sintoma,1
x1224,Variable_1224,signo,5
x1225,Variable_1225,demografico,0
x1226,Variable_1226,estudio,100
x1227,Variable_1227,demografico,0
x1228,Variable_1228,embedding,1
x1229,Variable_1229,embedding,1
x1230,Variable_1230,signo,5
x1231,Variable_1231,embedding,1
x1232,Variable_1232,vital,2
x1233,Variable_1233,vital,2
x1234,Variable_1234,signo,5
x1235,Variable_1235,embedding,1
x1236,Variable_1236,demografico,0
x1237,Variable_1237,vital,2
x1238,Variable_1238,signo,5
x1239,Variable_1239,sintoma,1
x1240,Variable_1240,sintoma,1
x1241,Variable_1241,embedding,1
x1242,Variable_1242,sintoma,1
x1243,Variable_1243,estudio,100
x1244,Variable_1244,estudio,100
x1245,Variable_1245,signo,5
x1246,Variable_1246,estudio,100
x1247,Variable_1247,sintoma,1
x1248,Variable_1248,embedding,1
x1249,Variable_1249,sintoma,1
x1250,Variable_1250,embedding,1
x1251,Variable_1251,demografico,0
x1252,Variable_1252,demografico,0
x1253,Variable_1253,estudio,100
x1254,Variable_1254,demografico,0
x1255,Variable_1255,signo,5
x1256,Variable_1256,embedding,1
x1257,Variable_1257,estudio,100
x1258,Variable_1258,demografico,0
x1259,Variable_1259,vital,2
x1260,Variable_1260,signo,5
x1261,Variable_1261,signo,5
x1262,Variable_1262,estudio,100
x1263,Variable_1263,demografico,0
x1264,Variable_1264,vital,2
x1265,Variable_1265,embedding,1
x1266,Variable_1266,vital,2
x1267,Variable_1267,demografico,0
x1268,Variable_1268,estudio,100
x1269,Variable_1269,vital,2
x1270,Variable_1270,vital,2
x1271,Variable_1271,demografico,0
x1272,Variable_1272,sintoma,1
x1273,Variable_1273,signo,5
x1274,Variable_1274,sintoma,1
x1275,Variable_1275,embedding,1
x1276,Variable_1276,sintoma,1
x1277,Variable_1277,estudio,100
x1278,Variable_1278,embedding,1
x1279,Variable_1279,signo,5
x1280,Variable_1280,estudio,100
x1281,Variable_1281,embedding,1
x1282,Variable_1282,vital,2
x1283,Variable_1283,embedding,1
x1284,Variable_1284,signo,5
x1285,Variable_1285,vital,2
x1286,Variable_1286,vital,2
x1287,Variable_1287,demografico,0
x1288,Variable_1288,signo,5
x1289,Variable_1289,sintoma,1
x1290,Variable_1290,sintoma,1
x1291,Variable_1291,vital,2
x1292,Variable_1292,estudio,100
x1293,Variable_1293,demografico,0
x1294,Variable_1294,signo,5
x1295,Variable_1295,sintoma,1
x1296,Variable_1296,embedding,1
x1297,Variable_1297,demografico,0
x1298,Variable_1298,estudio,100
x1299,Variable_1299,embedding,1
x1300,Variable_1300,demografico,0
x1301,Variable_1301,demografico,0
x1302,Variable_1302,vital,2
x1303,Variable_1303,vital,2
x1304,Variable_1304,estudio,100
x1305,Variable_1305,estudio,100
x1306,Variable_1306,vital,2
x1307,Variable_1307,demografico,0
x1308,Variable_1308,signo,5
x1309,Variable_1309,vital,2
x1310,Variable_1310,embedding,1
x1311,Variable_1311,estudio,100
x1312,Variable_1312,vital,2
x1313,Variable_1313,signo,5
x1314,Variable_1314,estudio,100
x1315,Variable_1315,embedding,1
x1316,Variable_1316,estudio,100
x1317,Variable_1317,embedding,1
x1318,Variable_1318,estudio,100
x1319,Variable_1319,estudio,100
x1320,Variable_1320,estudio,100
x1321,Variable_1321,demografico,0
x1322,Variable_1322,vital,2
x1323,Variable_1323,embedding,1
x1324,Variable_1324,embedding,1
x1325,Variable_1325,demografico,0
x1326,Variable_1326,sintoma,1
x1327,Variable_1327,sintoma,1
x1328,Variable_1328,signo,5
x1329,Variable_1329,embedding,1
x1330,Variable_1330,sintoma,1
x1331,Variable_1331,vital,2
x1332,Variable_1332,vital,2
x1333,Variable_1333,sintoma,1
x1334,Variable_1334,vital,2
x1335,Variable_1335,embedding,1
x1336,Variable_1336,vital,2
x1337,Variable_1337,estudio,100
x1338,Variable_1338,vital,2
x1339,Variable_1339,vital,2
x1340,Variable_1340,embedding,1
x1341,Variable_1341,embedding,1
x1342,Variable_1342,embedding,1
x1343,Variable_1343,embedding,1
x1344,Variable_1344,vital,2
x1345,Variable_1345,sintoma,1
x1346,Variable_1346,vital,2
x1347,Variable_1347,demografico,0
x1348,Variable_1348,estudio,100
x1349,Variable_1349,embedding,1
x1350,Variable_1350,vital,2
x1351,Variable_1351,embedding,1
x1352,Variable_1352,estudio,100
x1353,Variable_1353,sintoma,1
x1354,Variable_1354,signo,5
x1355,Variable_1355,vital,2
x1356,Variable_1356,embedding,1
x1357,Variable_1357,sintoma,1
x1358,Variable_1358,estudio,100
x1359,Variable_1359,demografico,0
x1360,Variable_1360,vital,2
x1361,Variable_1361,signo,5
x1362,Variable_1362,signo,5
x1363,Variable_1363,sintoma,1
x1364,Variable_1364,demografico,0
x1365,Variable_1365,embedding,1
x1366,Variable_1366,demografico,0
x1367,Variable_1367,signo,5
x1368,Variable_1368,estudio,100
x1369,Variable_1369,embedding,1
x1370,Variable_1370,vital,2
x1371,Variable_1371,signo,5
x1372,Variable_1372,sintoma,1
x1373,Variable_1373,demografico,0
x1374,Variable_1374,signo,5
x1375,Variable_1375,embedding,1
x1376,Variable_1376,estudio,100
x1377,Variable_1377,demografico,0
x1378,Variable_1378,sintoma,1
x1379,Variable_1379,estudio,100
x1380,Variable_1380,sintoma,1
x1381,Variable_1381,sintoma,1
x1382,Variable_1382,vital,2
x1383,Variable_1383,estudio,100
x1384,Variable_1384,estudio,100
x1385,Variable_1385,estudio,100
x1386,Variable_1386,sintoma,1
x1387,Variable_1387,embedding,1
x1388,Variable_1388,demografico,0
x1389,Variable_1389,demografico,0
x1390,Variable_1390,signo,5
x1391,Variable_1391,embedding,1
x1392,Variable_1392,demografico,0
x1393,Variable_1393,vital,2
x1394,Variable_1394,demografico,0
x1395,Variable_1395,vital,2
x1396,Variable_1396,embedding,1
x1397,Variable_1397,vital,2
x1398,Variable_1398,estudio,100
x1399,Variable_1399,sintoma,1
x1400,Variable_1400,demografico,0
x1401,Variable_1401,estudio,100
x1402,Variable_1402,vital,2
x1403,Variable_1403,embedding,1
x1404,Variable_1404,demografico,0
x1405,Variable_1405,estudio,100
x1406,Variable_1406,demografico,0
x1407,Variable_1407,signo,5
x1408,Variable_1408,vital,2
x1409,Variable_1409,estudio,100
x1410,Variable_1410,vital,2
x1411,Variable_1411,demografico,0
x1412,Variable_1412,demografico,0
x1413,Variable_1413,signo,5
x1414,Variable_1414,sintoma,1
x1415,Variable_1415,signo,5
x1416,Variable_1416,estudio,100
x1417,Variable_1417,vital,2
x1418,Variable_1418,sintoma,1
x1419,Variable_1419,estudio,100
x1420,Variable_1420,demografico,0
x1421,Variable_1421,vital,2
x1422,Variable_1422,estudio,100
x1423,Variable_1423,vital,2
x1424,Variable_1424,estudio,100
x1425,Variable_1425,vital,2
x1426,Variable_1426,embedding,1
x1427,Variable_1427,sintoma,1
x1428,Variable_1428,sintoma,1
x1429,Variable_1429,vital,2
x1430,Variable_1430,vital,2
x1431,Variable_1431,sintoma,1
x1432,Variable_1432,signo,5
x1433,Variable_1433,vital,2
x1434,Variable_1434,embedding,1
x1435,Variable_1435,demografico,0
x1436,Variable_1436,demografico,0
x1437,Variable_1437,embedding,1
x1438,Variable_1438,vital,2
x1439,Variable_1439,sintoma,1
x1440,Variable_1440,sintoma,1
x1441,Variable_1441,embedding,1
x1442,Variable_1442,embedding,1
x1443,Variable_1443,signo,5
x1444,Variable_1444,embedding,1
x1445,Variable_1445,sintoma,1
x1446,Variable_1446,demografico,0
x1447,Variable_1447,sintoma,1
x1448,Variable_1448,estudio,100
x1449,Variable_1449,signo,5
x1450,Variable_1450,estudio,100
x1451,Variable_1451,vital,2
x1452,Variable_1452,embedding,1
x1453,Variable_1453,demografico,0
x1454,Variable_1454,sintoma,1
x1455,Variable_1455,signo,5
x1456,Variable_1456,signo,5
x1457,Variable_1457,vital,2
x1458,Variable_1458,vital,2
x1459,Variable_1459,signo,5
x1460,Variable_1460,sintoma,1
x1461,Variable_1461,signo,5
x1462,Variable_1462,embedding,1
x1463,Variable_1463,demografico,0
x1464,Variable_1464,vital,2
x1465,Variable_1465,sintoma,1
x1466,Variable_1466,estudio,100
x1467,Variable_1467,signo,5
x1468,Variable_1468,signo,5
x1469,Variable_1469,demografico,0
x1470,Variable_1470,embedding,1
x1471,Variable_1471,embedding,1
x1472,Variable_1472,embedding,1
x1473,Variable_1473,sintoma,1
x1474,Variable_1474,sintoma,1
x1475,Variable_1475,sintoma,1
x1476,Variable_1476,sintoma,1
x1477,Variable_1477,embedding,1
x1478,Variable_1478,sintoma,1
x1479,Variable_1479,demografico,0
x1480,Variable_1480,sintoma,1
x1481,Variable_1481,signo,5
x1482,Variable_1482,sintoma,1
x1483,Variable_1483,vital,2
x1484,Variable_1484,demografico,0
x1485,Variable_1485,estudio,100
x1486,Variable_1486,signo,5
x1487,Variable_1487,estudio,100
x1488,Variable_1488,vital,2
x1489,Variable_1489,estudio,100
x1490,Variable_1490,estudio,100
x1491,Variable_1491,signo,5
x1492,Variable_1492,vital,2
x1493,Variable_1493,embedding,1
x1494,Variable_1494,vital,2
x1495,Variable_1495,vital,2
x1496,Variable_1496,estudio,100
x1497,Variable_1497,embedding,1
x1498,Variable_1498,signo,5
x1499,Variable_1499,embedding,1
x1500,Variable_1500,signo,5
x1501,Variable_1501,estudio,100
x1502,Variable_1502,vital,2
x1503,Variable_1503,sintoma,1
x1504,Variable_1504,demografico,0
x1505,Variable_1505,demografico,0
x1506,Variable_1506,signo,5
x1507,Variable_1507,sintoma,1
x1508,Variable_1508,signo,5
x1509,Variable_1509,estudio,100
x1510,Variable_1510,estudio,100
x1511,Variable_1511,vital,2
x1512,Variable_1512,sintoma,1
x1513,Variable_1513,vital,2
x1514,Variable_1514,demografico,0
x1515,Variable_1515,estudio,100
x1516,Variable_1516,estudio,100
x1517,Variable_1517,sintoma,1
x1518,Variable_1518,demografico,0
x1519,Variable_1519,vital,2
x1520,Variable_1520,signo,5
x1521,Variable_1521,signo,5
x1522,Variable_1522,sintoma,1
x1523,Variable_1523,estudio,100
x1524,Variable_1524,demografico,0
x1525,Variable_1525,sintoma,1
x1526,Variable_1526,estudio,100
x1527,Variable_1527,embedding,1
x1528,Variable_1528,demografico,0
x1529,Variable_1529,embedding,1
x1530,Variable_1530,demografico,0
x1531,Variable_1531,signo,5
x1532,Variable_1532,vital,2
x1533,Variable_1533,demografico,0
x1534,Variable_1534,sintoma,1
x1535,Variable_1535,estudio,100
x1536,Variable_1536,estudio,100
x1537,Variable_1537,vital,2
x1538,Variable_1538,estudio,100
x1539,Variable_1539,demografico,0
x1540,Variable_1540,estudio,100
x1541,Variable_1541,demografico,0
x1542,Variable_1542,signo,5
x1543,Variable_1543,vital,2
x1544,Variable_1544,estudio,100
x1545,Variable_1545,demografico,0
x1546,Variable_1546,sintoma,1
x1547,Variable_1547,vital,2
x1548,Variable_1548,estudio,100
x1549,Variable_1549,embedding,1
x1550,Variable_1550,sintoma,1
x1551,Variable_1551,demografico,0
x1552,Variable_1552,embedding,1
x1553,Variable_1553,demografico,0
x1554,Variable_1554,sintoma,1
x1555,Variable_1555,signo,5
x1556,Variable_1556,sintoma,1
x1557,Variable_1557,embedding,1
x1558,Variable_1558,sintoma,1
x1559,Variable_1559,estudio,100
x1560,Variable_1560,estudio,100
x1561,Variable_1561,demografico,0
x1562,Variable_1562,signo,5
x1563,Variable_1563,demografico,0
x1564,Variable_1564,sintoma,1
x1565,Variable_1565,signo,5
x1566,Variable_1566,vital,2
x1567,Variable_1567,sintoma,1
x1568,Variable_1568,sintoma,1
x1569,Variable_1569,demografico,0
x1570,Variable_1570,embedding,1
x1571,Variable_1571,embedding,1
x1572,Variable_1572,signo,5
x1573,Variable_1573,demografico,0
x1574,Variable_1574,vital,2
x1575,Variable_1575,signo,5
x1576,Variable_1576,sintoma,1
x1577,Variable_1577,demografico,0
x1578,Variable_1578,embedding,1
x1579,Variable_1579,demografico,0
x1580,Variable_1580,vital,2
x1581,Variable_1581,demografico,0
x1582,Variable_1582,demografico,0
x1583,Variable_1583,sintoma,1
x1584,Variable_1584,signo,5
x1585,Variable_1585,demografico,0
x1586,Variable_1586,estudio,100
x1587,Variable_1587,demografico,0
x1588,Variable_1588,sintoma,1
x1589,Variable_1589,signo,5
x1590,Variable_1590,embedding,1
x1591,Variable_1591,sintoma,1
x1592,Variable_1592,signo,5
x1593,Variable_1593,embedding,1
x1594,Variable_1594,demografico,0
x1595,Variable_1595,embedding,1
x1596,Variable_1596,signo,5
x1597,Variable_1597,embedding,1
x1598,Variable_1598,sintoma,1
x1599,Variable_1599,sintoma,1
x1600,Variable_1600,demografico,0
x1601,Variable_1601,sintoma,1
x1602,Variable_1602,estudio,100
x1603,Variable_1603,sintoma,1
x1604,Variable_1604,signo,5
x1605,Variable_1605,demografico,0
x1606,Variable_1606,sintoma,1
x1607,Variable_1607,signo,5
x1608,Variable_1608,sintoma,1
x1609,Variable_1609,signo,5
x1610,Variable_1610,vital,2
x1611,Variable_1611,vital,2
x1612,Variable_1612,signo,5
x1613,Variable_1613,vital,2
x1614,Variable_1614,demografico,0
x1615,Variable_1615,embedding,1
x1616,Variable_1616,embedding,1
x1617,Variable_1617,demografico,0
x1618,Variable_1618,signo,5
x1619,Variable_1619,embedding,1
x1620,Variable_1620,demografico,0
x1621,Variable_1621,vital,2
x1622,Variable_1622,signo,5
x1623,Variable_1623,vital,2
x1624,Variable_1624,demografico,0
x1625,Variable_1625,sintoma,1
x1626,Variable_1626,estudio,100
x1627,Variable_1627,demografico,0
x1628,Variable_1628,estudio,100
x1629,Variable_1629,embedding,1
x1630,Variable_1630,demografico,0
x1631,Variable_1631,embedding,1
x1632,Variable_1632,demografico,0
x1633,Variable_1633,embedding,1
x1634,Variable_1634,estudio,100
x1635,Variable_1635,demografico,0
x1636,Variable_1636,embedding,1
x1637,Variable_1637,sintoma,1
x1638,Variable_1638,vital,2
x1639,Variable_1639,estudio,100
x1640,Variable_1640,estudio,100
x1641,Variable_1641,sintoma,1
x1642,Variable_1642,demografico,0
x1643,Variable_1643,estudio,100
x1644,Variable_1644,vital,2
x1645,Variable_1645,embedding,1
x1646,Variable_1646,vital,2
x1647,Variable_1647,vital,2
x1648,Variable_1648,estudio,100
x1649,Variable_1649,signo,5
x1650,Variable_1650,embedding,1
x1651,Variable_1651,estudio,100
x1652,Variable_1652,demografico,0
x1653,Variable_1653,embedding,1
x1654,Variable_1654,estudio,100
x1655,Variable_1655,demografico,0
x1656,Variable_1656,embedding,1
x1657,Variable_1657,signo,5
x1658,Variable_1658,demografico,0
x1659,Variable_1659,demografico,0
x1660,Variable_1660,sintoma,1
x1661,Variable_1661,embedding,1
x1662,Variable_1662,demografico,0
x1663,Variable_1663,signo,5
x1664,Variable_1664,vital,2
x1665,Variable_1665,vital,2
x1666,Variable_1666,signo,5
x1667,Variable_1667,estudio,100
x1668,Variable_1668,embedding,1
x1669,Variable_1669,demografico,0
x1670,Variable_1670,sintoma,1
x1671,Variable_1671,sintoma,1
x1672,Variable_1672,vital,2
x1673,Variable_1673,signo,5
x1674,Variable_1674,estudio,100
x1675,Variable_1675,vital,2
x1676,Variable_1676,estudio,100
x1677,Variable_1677,vital,2
x1678,Variable_1678,demografico,0
x1679,Variable_1679,embedding,1
x1680,Variable_1680,sintoma,1
x1681,Variable_1681,demografico,0
x1682,Variable_1682,vital,2
x1683,Variable_1683,sintoma,1
x1684,Variable_1684,demografico,0
x1685,Variable_1685,demografico,0
x1686,Variable_1686,vital,2
x1687,Variable_1687,estudio,100
x1688,Variable_1688,embedding,1
x1689,Variable_1689,sintoma,1
x1690,Variable_1690,vital,2
x1691,Variable_1691,vital,2
x1692,Variable_1692,embedding,1
x1693,Variable_1693,embedding,1
x1694,Variable_1694,signo,5
x1695,Variable_1695,vital,2
x1696,Variable_1696,estudio,100
x1697,Variable_1697,vital,2
x1698,Variable_1698,demografico,0
x1699,Variable_1699,embedding,1
x1700,Variable_1700,estudio,100
x1701,Variable_1701,signo,5
x1702,Variable_1702,sintoma,1
x1703,Variable_1703,sintoma,1
x1704,Variable_1704,vital,2
x1705,Variable_1705,sintoma,1
x1706,Variable_1706,demografico,0
x1707,Variable_1707,sintoma,1
x1708,Variable_1708,vital,2
x1709,Variable_1709,estudio,100
x1710,Variable_1710,embedding,1
x1711,Variable_1711,vital,2
x1712,Variable_1712,sintoma,1
x1713,Variable_1713,sintoma,1
x1714,Variable_1714,estudio,100
x1715,Variable_1715,demografico,0
x1716,Variable_1716,estudio,100
x1717,Variable_1717,sintoma,1
x1718,Variable_1718,signo,5
x1719,Variable_1719,demografico,0
x1720,Variable_1720,demografico,0
x1721,Variable_1721,embedding,1
x1722,Variable_1722,vital,2
x1723,Variable_1723,sintoma,1
x1724,Variable_1724,signo,5
x1725,Variable_1725,embedding,1
x1726,Variable_1726,vital,2
x1727,Variable_1727,vital,2
x1728,Variable_1728,sintoma,1
x1729,Variable_1729,sintoma,1
x1730,Variable_1730,signo,5
x1731,Variable_1731,demografico,0
x1732,Variable_1732,embedding,1
x1733,Variable_1733,demografico,0
x1734,Variable_1734,vital,2
x1735,Variable_1735,signo,5
x1736,Variable_1736,estudio,100
x1737,Variable_1737,sintoma,1
x1738,Variable_1738,demografico,0
x1739,Variable_1739,demografico,0
x1740,Variable_1740,estudio,100
x1741,Variable_1741,vital,2
x1742,Variable_1742,signo,5
x1743,Variable_1743,embedding,1
x1744,Variable_1744,vital,2
x1745,Variable_1745,embedding,1
x1746,Variable_1746,sintoma,1
x1747,Variable_1747,vital,2
x1748,Variable_1748,sintoma,1
x1749,Variable_1749,sintoma,1
x1750,Variable_1750,sintoma,1
x1751,Variable_1751,vital,2
x1752,Variable_1752,sintoma,1
x1753,Variable_1753,sintoma,1
x1754,Variable_1754,signo,5
x1755,Variable_1755,sintoma,1
x1756,Variable_1756,sintoma,1
x1757,Variable_1757,embedding,1
x1758,Variable_1758,embedding,1
x1759,Variable_1759,embedding,1
x1760,Variable_1760,embedding,1
x1761,Variable_1761,embedding,1
x1762,Variable_1762,sintoma,1
x1763,Variable_1763,sintoma,1
x1764,Variable_1764,vital,2
x1765,Variable_1765,demografico,0
x1766,Variable_1766,vital,2
x1767,Variable_1767,signo,5
x1768,Variable_1768,demografico,0
x1769,Variable_1769,estudio,100
x1770,Variable_1770,embedding,1
x1771,Variable_1771,vital,2
x1772,Variable_1772,demografico,0
x1773,Variable_1773,sintoma,1
x1774,Variable_1774,vital,2
x1775,Variable_1775,estudio,100
x1776,Variable_1776,vital,2
x1777,Variable_1777,signo,5
x1778,Variable_1778,signo,5
